Ticker,Date,NAV,Return,Outlier,Cluster
IQDNX,2014-10-13,8.8430814743042,-0.0165118459042871,True,True
IQDNX,2014-10-16,9.037943840026855,0.0145833012160048,True,True
IQDNX,2014-10-20,8.96371078491211,-0.0152905967701482,True,True
IQDNX,2014-10-21,9.307040214538574,0.0383021538584626,True,True
IQDNX,2014-10-22,9.418391227722168,0.0119641701998505,True,True
IQDNX,2014-10-27,9.307040214538574,-0.0166666532319658,True,True
IQDNX,2014-10-28,9.204970359802246,-0.010966951080418,True,True
IQDNX,2014-12-17,8.805963516235352,0.0382930730588344,True,True
IQDNX,2018-02-12,11.070693969726562,0.013513467499761,True,True
IQDNX,2020-03-09,12.5600004196167,0.0153597846253359,True,True
IQDNX,2020-03-16,12.960000038146973,0.0277557804122852,True,True
IQDNX,2020-03-18,12.710000038146973,-0.0131987635701449,True,True
IQDNX,2020-03-20,12.880000114440918,0.0165745885463639,True,True
IQDNX,2020-03-23,12.5600004196167,-0.0248446965823733,True,True
